Strain,Type,Rating,Effects,Flavor,Description
Trix,sativa,4.9,"Uplifted,Energetic,Focused,Relaxed,Tingly","Lime,Grapefruit,Tropical","Riot Seeds claims to have created the most potent and reliable Colombian Gold hybrid in the world by crossing a New World landrace with Loompa’s Chemdawg D cut. Combining the sweet fruity smell of Colombian Gold with the fuel scents of Chemdawg makes Trix a delicious smoke. Finishing in 10 weeks and producing massive yields, Trix is sure to be a sativa grower’s dream. Users can expect an electric, motivating high from this strain.   "
Tropic-Thunder,hybrid,4.6,"Happy,Uplifted,Energetic,Creative,Relaxed","Tropical,Sweet,Pineapple","Tropic Thunder is a mysterious Maui Wowie cross that exhibits colorful buds and floral aromas. The strain’s moderate potency makes it suitable for consumption any time of the day, offering a mellow and manageable buzz that elevates the mood and alleviates stress. Its floral aroma transforms into a bitter, herbaceous mixture of flavors upon combustion or vaporization. Tropic Thunder has been used for a variety of ailments, but excels when contending with depression, inflammation, and muscle spasms. "
Tropical-Tang,hybrid,4.5,"Happy,Focused,Relaxed,Euphoric,Creative","Citrus,Apricot,Skunk",""
Tropicali,hybrid,4.4,"Euphoric,Uplifted,Relaxed,Energetic,Happy","Tropical,Orange,Sweet","Tropicali is a newer hybrid on the market. Known to provide an uplifting and cerebral high this strain can also be used for the relief of mild aches and pains. The flowers of the Tc have an alluring frosty mint green color with minimal twists of orange and sticky dewy looking trichomes. "
True-Og,indica,4.4,"Relaxed,Euphoric,Happy,Sleepy,Creative","Earthy,Pine,Pungent","True OG is a popular indica strain that was originally discovered in Southern California, where the term “OG” originally meant “ocean grown.” Bred with genetics from the very popular OG Kush, True OG is potent enough for mellow, lasting effects combined with a more focused head high. Flowers have a pungent, crisp citrus and evergreen scent. True OG has snagged the 2nd place indica spot in every High Times Medical Cup since 2010."
True-X,indica,3,"Uplifted,Focused,Sleepy,Relaxed,Tingly","Earthy,Woody,Pine","True X by Royal Choice Farms is an indica-dominant strain built for relaxation. Created by crossing C4 and True OG, True X is a sweet OG cross that offers traditional Kush effects that settle nicely on the body while percolating a warm, welcoming euphoria between the ears. Utilize this strain during the evening to relax the body and prepare for sleep. True X’s sweet and spicy terpenes make for a flavorful nightcap after a long day. "
Truffle-Butter,indica,4.5,"Aroused,Sleepy,Euphoric,Giggly,Happy","Sweet,Vanilla,Chestnut","Truffle Butter by THClones is a sedating genetic cross with sweet terpenes. Created by crossing Gelato and Chocolate Kush, this strain’s aroma is a mixture of fruit, caramel, and floral notes. Truffle Butter gently sedates the body, turning even seasoned consumers into lethargic couch potatoes. This strain’s relaxing qualities make it ideal for abating stress and insomnia.  "
Truth-Serum,hybrid,4.3,"Talkative,Energetic,Happy,Sleepy,Uplifted","Spicy/Herbal,Pepper,Citrus","Truth Serum is a hybrid strain that was originally bred in the Midwest during the summer of 2006. While exploring how to breed feminized seeds, an underground breeder in Minnesota induced stress on a single branch of G13 to create the pollen that fertilized a variety of strains growing in his garden. After narrowing his breeding projects down into two of the more potent and vigorous phenotypes, we are left with the complex combination of G13, Trinity, and Pineapple. The strain quickly made its way to the Northern California coastline where the dense buds now bloom. Truth Serum carries a sweet tropical aroma and is frosted with a thick coat of trichomes. The exhale provides a mouthful of hash-like flavor that ushers in the relaxing effects led by G13’s indica-dominant influence.It should be noted that another strain by the name Truth Serum is bred by Pisces Genetics. Their Truth Serum is a mostly indica hybrid that combines True OG and Death Star genetics"
Tuna-Kush,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Skunk,Earthy,Pungent","Tuna Kush is a BC legend that is now surfacing in North American medical cannabis markets. This strain has been deemed one of the most potent available, producing small, dense nuggets that are hard-caked with resin. Although Tuna Kush is not known for its large yield, what does come off these thinner stalks will be rich with potency and flavor. That being said, if this strain makes it to your grow, upgrade your carbon filters because this bud is stinky! Expect notes of pungent skunk, fuel, and a delicate sweetness intermixed."
Tuna-Og,hybrid,2,"None","None","Tuna OG (or OG Tuna Kush) is a 50/50 hybrid cross of OG Kush and Black Tuna. This strain’s robust potency and strong one-two punch to the body and mind make it ideal for seasoned cannabis consumers. The loud terpene profile is also something to take note of, consisting of an overwhelming skunk aroma with intermittent floral and earthy notes. The buds express rust-red hairs and deep emerald greenery that makes the mouth water when coupled with the strain’s intoxicating aroma. Remember to mind your dosage while enjoying Tuna OG, as its strong effects will debilitate even the most seasoned cannabis consumer.  "
Turbo-Mind-Warp,hybrid,4.5,"Happy,Hungry,Uplifted,Euphoric,Focused","Spicy/Herbal,Flowery,Earthy","Turbo Mind Warp is a hybrid bred by MTG Seeds, who crossed parent strains Turbo Diesel and Mendo Mind Warp. As buds bloom, the leaves take on a deep reddish hue and some phenotypes will express colorful pink-purple pistils. Its plants are highly resistant to mold, and Turbo Mind Warp’s high calyx-to-leaf ratio make trimming a breeze."
Tutankhamon,sativa,4.6,"Happy,Focused,Uplifted,Energetic,Euphoric","Pungent,Skunk,Flowery","Tutankhamon (AKA King Tut) by Pyramid Seeds has kept the sour, skunky smell of its parent strain, AK-47, as well as the sativa-dominant effects, making it a great choice for social outings or creative stimulation. This strain has built a reputation for having high THC levels, and the flavor has hints of fresh fruit and flowers that make this beautiful bud fit for a king!"
Tutti-Frutti,hybrid,4.2,"Happy,Euphoric,Uplifted,Energetic,Relaxed","Berry,Sweet,Tropical","As the name suggests, Tutti Frutti provides a blast of fruit flavor that sativa lovers will flock to. Flash Seeds has taken genetic traits from Blue Haze, Green Haze, Thai, and others, then mixed in a fast-finishing ruderalis to create an automatic flowering strain that provides potent euphoric effects. The effects are known to come on slow, so be patient with these uplifting buds."
Twista,sativa,4.2,"Creative,Energetic,Happy,Talkative,Focused","Sweet,Citrus,Lime","Twista from Denver’s Green Solution is a sativa-dominant strain with energetic, focused effects and a high THC content. Its powerfully invigorating effects, colored by Twista’s sweet citrus aroma, stay cerebrally locked for the duration of the buzz. This sativa won 3rd place in the 2014 Denver Cannabis Cup and is thought to descend from the Flying Dutchman’s Twister strain."
Twisted-Citrus,sativa,4.5,"Energetic,Uplifted,Relaxed,Creative,Happy","Citrus,Orange,Earthy","Twisted Citrus is a sativa-dominant strain with a THC content that can climb to heights as high as 27%. With a name like Twisted Citrus, you might anticipate the tropical fruity aromas even before opening your stash jar. A bold fusion of oranges and banana flavors overwhelm the inhale and fade to subtle earthiness on the release. Next comes the upbeat, energized cerebral euphoria coupled with mellow, uplifting body effects, sensations that you can appreciate any time of the day."
Tyson,indica,4.8,"Relaxed,Sleepy,Uplifted,Hungry,Happy","Earthy,Pungent,Sweet","Named after former undisputed heavyweight champion Mike Tyson, this strain is sure to knock you out. With a pungent diesel aroma, Tyson delivers a punch of indica effects known to fully relax the body while dulling pain, stress, insomnia, and appetite loss. This strain is not intended for first time users, and should only be consumed by indica connoisseurs. Tyson has been Canna Clinic's signature strain since its inauguration in 2011. "
U2-Kush,indica,4.1,"Relaxed,Happy,Uplifted,Hungry,Giggly","Sweet,Woody,Flowery","U2 Kush, or Ewe-2 Kush, is an 80% indica strain bred from the genetics of Master Kush and Bubba Kush. Its dense, resinous buds are accented with a sweet, earthy aroma soured by a subtle skunky flavor. U2 Kush’s onset begins with a powerful euphoric buzz, with sedating full-body effects to follow. Its tranquilizing effects that creep in over time make U2 Kush popular among patients treating insomnia and pain. U2 Kush plants are short, sturdy, and easy to raise, and while indoor growers wait 8 to 9 weeks for this indica to complete its flowering cycle, outdoor gardens finish between September and October."
Uk-Cheese,hybrid,4.2,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Cheese,Pungent,Berry","UK Cheese is a popular hybrid strain known for its potent, balanced effects and signature musty cheese smell. The flavor is also unique with notes of berries and spicy cheese (one that may just have to be tasted rather than described). This strain is thought to be a specific phenotype (same genetics, different end result) of Skunk #1 that was originally cultivated in the early 1990s by a UK collective group known as “Exodus.” (As a result, this strain is also known as Exodus Cheese.) UK Cheese became popular for its energetic, euphoric head effects combined with its impressive pain relief potential. It quickly spread beyond the borders of its British home. Most users experience alert, sativa effects that allow for mental relaxation without sedation, but it may hasten bedtime for some. Effects tend to be felt in the head first, generally around the eyes, then spread throughout the entire body, producing muscle relaxation and even some tingly numbness. UK’s flowers are on the denser end of the scale and light green with a coat of orange hairs that would make both Prince Charles and Prince William jealous."
Uw,indica,4.3,"Relaxed,Sleepy,Hungry,Happy,Uplifted","Tree,Fruit,Sweet,Grape","UW is a marijuana strain that comes with its own superhero origin story. Popular rumor has it that a clone plant was stolen from a certain Pacific Northwest university's medical research lab in the early nineties—in some versions by a rogue graduate student—and has since been a popular top shelf indica. These buds show their university pride with purple coloring, and the dense, sticky buds are at the top of the class when it comes to potency. Almost entirely indica, this strain’s powerful high is sedative and popular for pain relief and insomnia. A mix of tropical fruit and a little spice, the aroma also earns high marks."
Ultimate-Trainwreck,sativa,4.4,"Euphoric,Energetic,Aroused,Focused,Happy","Tropical,Sweet,Spicy/Herbal","Ultimate Trainwreck is the more potent, more heavily sativa cousin of the hugely popular Trainwreck strain. It’s a great sativa that will send your brain into space and also packs a strong body buzz. Less active than the original, these dense, colorful flowers are not a good choice if mental clarity is desired. Ultimate Trainwreck buds have a skunky, earthy aroma with a sweet citrus punch."
